doc_id,page_number,text
NLP_ch17,48,dan jurafsky temporal reasoning rela on databases and obituaries biographical dic onaries etc ibm watson in he took a job as a tax collector in andalusia candidates thoreau is a bad answer born in cervantes is possible was alive in
NLP_ch17,49,dan jurafsky geospa al knowledge containment direc onality borders beijing is a good answer for asian city california is southwest of montana geonames org
NLP_ch17,50,dan jurafsky context and conversa on in virtual assistants like siri coreference helps resolve ambigui es u book a table at il fornaio at with my mom u also send her an email reminder clarifica on ques ons u chicago pizza s did you mean pizza restaurants in chicago or chicago style pizza
NLP_ch17,51,question answering using knowledge in qa
NLP_ch18,1,question answering summarization in question answering
NLP_ch18,2,dan jurafsky text summariza on goal produce an abridged version of a text that contains informa on that is important or relevant to a user summariza on applica ons outlines or abstracts of any document ar cle etc summaries of email threads ac on items from a mee ng simplifying text by compressing sentences
NLP_ch18,3,dan jurafsky what to summarize single vs mul ple documents single document summariza on given a single document produce abstract outline headline mul ple document summariza on given a group of documents produce a gist of the content a series of news stories on the same event a set of web pages about some topic or ques on
NLP_ch18,4,dan jurafsky query focused summariza on generic summariza on generic summariza on summarize the content of a document query focused summariza on summarize a document with respect to an informa on need expressed in a user query a kind of complex ques on answering answer a ques on by summarizing a document that has the informa on to construct the answer
NLP_ch18,5,dan jurafsky summariza on for ques on answering snippets create snippets summarizing a web page for a query google characters about words plus tle and link
NLP_ch18,6,dan jurafsky summariza on for ques on answering mul ple documents create answers to complex ques ons summarizing mul ple documents instead of giving a snippet for each document create a cohesive answer that combines informa on from each document
NLP_ch18,7,dan jurafsky extrac ve summariza on abstrac ve summariza on extrac ve summariza on create the summary from phrases or sentences in the source document s abstrac ve summariza on express the ideas in the source documents using at least in part different words
NLP_ch18,8,dan jurafsky simple baseline take the first sentence
NLP_ch18,9,question answering summarization in question answering
NLP_ch18,10,question answering generating snippets and other single document answers
NLP_ch18,11,dan jurafsky snippets query focused summaries
NLP_ch18,12,dan jurafsky summariza on three stages content selec on choose sentences to extract from the document informa on ordering choose an order to place them in the summary sentence realiza on clean up the sentences all sentences extracted from documents sentences sentence summary document information realization sentence sentence segmentation extraction ordering sentence simplification content selection
NLP_ch18,13,dan jurafsky basic summariza on algorithm content selec on choose sentences to extract from the document informa on ordering just use document order sentence realiza on keep original sentences all sentences extracted from documents sentences sentence summary document information realization sentence sentence segmentation extraction ordering sentence simplification content selection
NLP_ch18,14,dan jurafsky unsupervised content selec on h p luhn the automa c crea on of literature abstracts ibm journal of research and development intui on da ng back to luhn choose sentences that have salient or informa ve words two approaches to defining salient words z idf weigh each word w in document j by z idf i weight w tf idf i ij i topic signature choose a smaller set of salient words mutual informa on log likelihood ra o llr dunning lin and hovy if log w weight w i i otherwise
NLP_ch18,15,dan jurafsky topic signature based content selec on with queries conroy schlesinger and o leary choose words that are informa ve either by log likelihood ra o llr or by appearing in the query if log w i could learn more weight w if w question complex weights i i otherwise weigh a sentence or window by weight of its words weight s weight w s w s
NLP_ch18,16,dan jurafsky supervised content selec on given problems a labeled training set of good hard to get labeled training summaries for each document data align alignment difficult performance not beeer than the sentences in the document unsupervised algorithms with sentences in the summary so in prac ce extract features unsupervised content posi on first sentence selec on is more common length of sentence word informa veness cue phrases cohesion train a binary classifier put sentence in summary yes or no
NLP_ch18,17,question answering generating snippets and other single document answers
NLP_ch18,18,question answering evalua ng summaries rouge
NLP_ch18,19,dan jurafsky rouge recall oriented understudy for gis ng evalua on lin and hovy intrinsic metric for automa cally evalua ng summaries based on bleu a metric used for machine transla on not as good as human evalua on did this answer the user s ques on but much more convenient given a document d and an automa c summary x have n humans produce a set of reference summaries of d run system giving automa c summary x what percentage of the bigrams from the reference summaries appear in x min count i x count i s rouge s refsummaries bigrams i s count i s s refsummaries bigrams i s
