doc_id,page_number,text_raw,text_tfidf,text_embed
IR_ch1,54,Introduction to Information Retrieval Structured vs. Unstructured Data,introduct inform retriev structur vs unstructur data,introduction to information retrieval structured vs. unstructured data
IR_ch1,55,"IR vs. databases: Structured vs unstructured data • Structured data tends to refer to information in “tables” 55 Employee Manager Salary Smith Jones 50000 Chang Smith 60000 50000 Ivy Smith Typically allows numerical range and exact match (for text) queries, e.g., Salary < 60000 AND Manager = Smith.",ir vs databas structur vs unstructur data structur data tend refer inform tabl employe manag salari smith jone chang smith ivi smith typic allow numer rang exact match text queri e g salari manag smith,"ir vs. databases: structured vs unstructured data • structured data tends to refer to information in “tables” 55 employee manager salary smith jones 50000 chang smith 60000 50000 ivy smith typically allows numerical range and exact match (for text) queries, e.g., salary < 60000 and manager = smith."
IR_ch1,56,"Unstructured data • Typically refers to free text • Allows – Keyword queries including operators – More sophisticated “concept” queries e.g., • find all web pages dealing with drug abuse • Classic model for searching text documents 56",unstructur data typic refer free text allow keyword queri includ oper sophist concept queri e g web page deal drug abus classic model search text document,"unstructured data • typically refers to free text • allows – keyword queries including operators – more sophisticated “concept” queries e.g., • find all web pages dealing with drug abuse • classic model for searching text documents 56"
IR_ch1,57,"Semi-structured data • In fact almost no data is “unstructured” • E.g., this slide has distinctly identified zones such as the Title and Bullets • … to say nothing of linguistic structure • Facilitates “semi-structured” search such as – Title contains data AND Bullets contain search • Or even – Title is about Object Oriented Programming AND Author  something like stro*rup – where * is the wild-card operator 57",semi structur data fact data unstructur e g slide distinctli identifi zone titl bullet say linguist structur facilit semi structur search titl contain data bullet contain search titl object orient program author like stro rup wild card oper,"semi-structured data • in fact almost no data is “unstructured” • e.g., this slide has distinctly identified zones such as the title and bullets • … to say nothing of linguistic structure • facilitates “semi-structured” search such as – title contains data and bullets contain search • or even – title is about object oriented programming and author something like stro*rup – where * is the wild-card operator 57"
IR_ch2,1,Introduction to Information Retrieval Introduction to Information Retrieval Introducing Information Retrieval and Web Search,introduct inform retriev introduct inform retriev introduc inform retriev web search,introduction to information retrieval introduction to information retrieval introducing information retrieval and web search
IR_ch2,2,"Introduction to Information Retrieval Information Retrieval ▪Information Retrieval (IR) is finding material (usually documents) of an unstructured nature (usually text) that satisfies an information need from within large collections (usually stored on computers). ▪These days we frequently think first of web search, but there are many other cases: ▪E-mail search ▪Searching your laptop ▪Corporate knowledge bases ▪Legal information retrieval 2",introduct inform retriev inform retriev inform retriev ir find materi usual document unstructur natur usual text satisfi inform need larg collect usual store comput day frequent think web search case e mail search search laptop corpor knowledg base legal inform retriev,"introduction to information retrieval information retrieval ▪information retrieval (ir) is finding material (usually documents) of an unstructured nature (usually text) that satisfies an information need from within large collections (usually stored on computers). ▪these days we frequently think first of web search, but there are many other cases: ▪e-mail search ▪searching your laptop ▪corporate knowledge bases ▪legal information retrieval 2"
IR_ch2,3,Introduction to Information Retrieval Unstructured (text) vs. structured (database) data in the mid-nineties 3 0 50 100 150 200 250 Data volume Market Cap Unstructured Structured,introduct inform retriev unstructur text vs structur databas data mid nineti data volum market cap unstructur structur,introduction to information retrieval unstructured (text) vs. structured (database) data in the mid-nineties 3 0 50 100 150 200 250 data volume market cap unstructured structured
IR_ch2,4,Introduction to Information Retrieval Unstructured (text) vs. structured (database) data today 4 0 50 100 150 200 250 Data volume Market Cap Unstructured Structured,introduct inform retriev unstructur text vs structur databas data today data volum market cap unstructur structur,introduction to information retrieval unstructured (text) vs. structured (database) data today 4 0 50 100 150 200 250 data volume market cap unstructured structured
IR_ch2,5,Introduction to Information Retrieval Basic assumptions of Information Retrieval ▪Collection: A set of documents ▪Assume it is a static collection for the moment ▪Goal: Retrieve documents with information that is relevant to the user’s information need and helps the user complete a task 5 Sec. 1.1,introduct inform retriev basic assumpt inform retriev collect set document assum static collect moment goal retriev document inform relev user s inform need help user complet task sec,introduction to information retrieval basic assumptions of information retrieval ▪collection: a set of documents ▪assume it is a static collection for the moment ▪goal: retrieve documents with information that is relevant to the user’s information need and helps the user complete a task 5 sec. 1.1
IR_ch2,6,Introduction to Information Retrieval how trap mice alive The classic search model Collection User task Info need Query Results Search engine Query refinement Get rid of mice in a politically correct way Info about removing mice without killing them Misconception? Misformulation? Search,introduct inform retriev trap mice aliv classic search model collect user task info need queri result search engin queri refin rid mice polit correct way info remov mice kill misconcept misformul search,introduction to information retrieval how trap mice alive the classic search model collection user task info need query results search engine query refinement get rid of mice in a politically correct way info about removing mice without killing them misconception? misformulation? search
IR_ch2,7,Introduction to Information Retrieval How good are the retrieved docs? ▪Precision : Fraction of retrieved docs that are relevant to the user’s information need ▪Recall : Fraction of relevant docs in collection that are retrieved ▪More precise definitions and measurements to follow later 7 Sec. 1.1,introduct inform retriev good retriev doc precis fraction retriev doc relev user s inform need recal fraction relev doc collect retriev precis definit measur follow later sec,introduction to information retrieval how good are the retrieved docs? ▪precision : fraction of retrieved docs that are relevant to the user’s information need ▪recall : fraction of relevant docs in collection that are retrieved ▪more precise definitions and measurements to follow later 7 sec. 1.1
